wiktionary-cldr-merge	spa	http://wiktionary.org/	CC BY-SA
08438533-n	spa:lemma	selva	
08438928-n	spa:lemma	arboleda	
08439955-n	spa:lemma	personal	
08439955-n	spa:lemma	equipo	
08439955-n	spa:lemma	empleado	
08440630-n	spa:lemma	dictadura	
08441039-n	spa:lemma	estado	
08441039-n	spa:lemma	policial	
08453464-n	spa:lemma	derecho	
08453464-n	spa:lemma	civil	
08454191-n	spa:lemma	derecho	
08454191-n	spa:lemma	marítimo	
08456727-n	spa:lemma	burocracia	
08456993-n	spa:lemma	orden	
08457543-n	spa:lemma	genoma	
08457976-n	spa:lemma	serie	
08458833-n	spa:lemma	enchufe	
08458833-n	spa:lemma	cuña	
08458833-n	spa:lemma	junta	
08458833-n	spa:lemma	vínculo	
08458833-n	spa:lemma	vinculación	
08459252-n	spa:lemma	secuencia	
08460585-n	spa:lemma	sarta	
08460585-n	spa:lemma	racha	
08460769-n	spa:lemma	mala	
08460769-n	spa:lemma	racha	
08460847-n	spa:lemma	racha	
08460847-n	spa:lemma	ganadora	
08461981-n	spa:lemma	panoplia	
08462205-n	spa:lemma	reservas	
08462320-n	spa:lemma	dato	
08462721-n	spa:lemma	metadatos	
08463969-n	spa:lemma	tesoro	
08465558-n	spa:lemma	vanguardia	
08465776-n	spa:lemma	constructivismo	
08466175-n	spa:lemma	cubismo	
08466412-n	spa:lemma	dadaísmo	
08467258-n	spa:lemma	expresionismo	
08467871-n	spa:lemma	fovismo	
08468084-n	spa:lemma	futurismo	
08469233-n	spa:lemma	minimalismo	
08469457-n	spa:lemma	realismo	
08470210-n	spa:lemma	surrealismo	
08476165-n	spa:lemma	Talibán	
08478371-n	spa:lemma	reunión	
08478702-n	spa:lemma	tanque	
08478702-n	spa:lemma	de	
08478702-n	spa:lemma	pensamiento	
08479202-n	spa:lemma	sionismo	
08482113-n	spa:lemma	flanco	
08483265-n	spa:lemma	azerbaiyano	
08484810-n	spa:lemma	tayiko	
08485434-n	spa:lemma	KGB	
08485977-n	spa:lemma	wicca	
08485977-n	spa:lemma	brujería	
08485977-n	spa:lemma	hechicería	
08485977-n	spa:lemma	magia	
08486538-n	spa:lemma	Magos	
08486538-n	spa:lemma	magos	
08486538-n	spa:lemma	Los	
08486538-n	spa:lemma	Reyes	
08486538-n	spa:lemma	Magos	
08486538-n	spa:lemma	Tres	
08486538-n	spa:lemma	Reyes	
08486971-n	spa:lemma	OMC	
08486971-n	spa:lemma	Organización	
08486971-n	spa:lemma	Mundial	
08486971-n	spa:lemma	del	
08486971-n	spa:lemma	Comercio	
08489497-n	spa:lemma	aquí	
08489497-n	spa:lemma	acá	
08489627-n	spa:lemma	ahí	
08489627-n	spa:lemma	allí	
08489890-n	spa:lemma	bilocación	
08491027-n	spa:lemma	dirección	
08494231-n	spa:lemma	parque	
08494231-n	spa:lemma	de	
08494231-n	spa:lemma	diversiones	
08494231-n	spa:lemma	parque	
08494231-n	spa:lemma	de	
08494231-n	spa:lemma	entretención	
08495420-n	spa:lemma	apogeo	
08495908-n	spa:lemma	afelio	
08496477-n	spa:lemma	ártico	
08497107-n	spa:lemma	arena	
08497107-n	spa:lemma	estadio	
08497294-n	spa:lemma	área	
08497294-n	spa:lemma	región	
08499057-n	spa:lemma	atmósfera	
08499504-n	spa:lemma	biosfera	
08499840-n	spa:lemma	colonia	
08501114-n	spa:lemma	frontera	
08502171-n	spa:lemma	aeroespacio	
08503921-n	spa:lemma	Bitinia	
08504594-n	spa:lemma	desierto	
08504851-n	spa:lemma	brezo	
08506496-n	spa:lemma	oasis	
08506641-n	spa:lemma	campo	
08506641-n	spa:lemma	de	
08506641-n	spa:lemma	batalla	
08508105-n	spa:lemma	derivación	
08508361-n	spa:lemma	fuente	
08508361-n	spa:lemma	manantial	
08509111-n	spa:lemma	selva	
08509111-n	spa:lemma	jungla	
08510169-n	spa:lemma	patria	
08510169-n	spa:lemma	tierra	
08510169-n	spa:lemma	natal	
08510350-n	spa:lemma	lugar	
08510350-n	spa:lemma	de	
08510350-n	spa:lemma	nacimiento	
08510350-n	spa:lemma	lugar	
08510350-n	spa:lemma	natal	
08511970-n	spa:lemma	fondo	
08512259-n	spa:lemma	límite	
08512259-n	spa:lemma	frontera	
08512736-n	spa:lemma	frontera	
08513718-n	spa:lemma	heredad	
08513718-n	spa:lemma	hacienda	
08517127-n	spa:lemma	borde	
08517554-n	spa:lemma	línea	
08517554-n	spa:lemma	de	
08517554-n	spa:lemma	autobús	
08517676-n	spa:lemma	parada	
08517676-n	spa:lemma	de	
08517676-n	spa:lemma	autobús	
08518171-n	spa:lemma	campamento	
08518940-n	spa:lemma	cuenca	
08520728-n	spa:lemma	equinoccio	
08520958-n	spa:lemma	equinoccio	
08520958-n	spa:lemma	vernal	
08521112-n	spa:lemma	equinoccio	
08521112-n	spa:lemma	otoñal	
08521623-n	spa:lemma	cementerio	
08521623-n	spa:lemma	campo	
08521623-n	spa:lemma	santo	
08521623-n	spa:lemma	panteón	
08521816-n	spa:lemma	centro	
08521816-n	spa:lemma	punto	
08521816-n	spa:lemma	medio	
08523483-n	spa:lemma	medio	
08523483-n	spa:lemma	centro	
08524130-n	spa:lemma	centro	
08524735-n	spa:lemma	ciudad	
08524735-n	spa:lemma	urbe	
08538917-n	spa:lemma	mesa	
08538917-n	spa:lemma	electoral	
08539276-n	spa:lemma	afueras	
08541288-n	spa:lemma	claro	
08541288-n	spa:lemma	desmonte	
08544125-n	spa:lemma	olote	
08544125-n	spa:lemma	coronta	
08544125-n	spa:lemma	marlo	
08544125-n	spa:lemma	tusa	
08544125-n	spa:lemma	zuro	
08544125-n	spa:lemma	mazorca	
08544719-n	spa:lemma	milpa	
08544719-n	spa:lemma	maizal	
08544813-n	spa:lemma	país	
08544813-n	spa:lemma	patria	
08546183-n	spa:lemma	condado	
08547544-n	spa:lemma	cresta	
08548733-n	spa:lemma	departamento	
08549292-n	spa:lemma	gueto	
08550455-n	spa:lemma	arzobispado	
08550664-n	spa:lemma	bailía	
08550862-n	spa:lemma	archidiócesis	
08550966-n	spa:lemma	obispado	
08550966-n	spa:lemma	diócesis	
08552138-n	spa:lemma	territorio	
08554440-n	spa:lemma	afueras	
08554440-n	spa:lemma	arrabal	
08555001-n	spa:lemma	ciudad	
08555001-n	spa:lemma	dormitorio	
08556491-n	spa:lemma	dominio	
08557131-n	spa:lemma	ducado	
08557754-n	spa:lemma	feudo	
08558155-n	spa:lemma	reino	
08558488-n	spa:lemma	principado	
08558963-n	spa:lemma	residencia	
08559508-n	spa:lemma	casa	
08560027-n	spa:lemma	basural	
08560027-n	spa:lemma	tiradero	
08560027-n	spa:lemma	vertedero	
08562620-n	spa:lemma	oriente	
08562620-n	spa:lemma	Oriente	
08562757-n	spa:lemma	Extremo	
08562757-n	spa:lemma	Oriente	
08564739-n	spa:lemma	Noroeste	
08564739-n	spa:lemma	Pacífico	
08565214-n	spa:lemma	eclíptica	
08565506-n	spa:lemma	cielo	
08565506-n	spa:lemma	paraíso	
08565701-n	spa:lemma	orilla	
08565701-n	spa:lemma	borde	
08567235-n	spa:lemma	entorno	
08567877-n	spa:lemma	destino	
08568719-n	spa:lemma	ecuador	
08569998-n	spa:lemma	campo	
08570634-n	spa:lemma	prado	
08570634-n	spa:lemma	vega	
08570758-n	spa:lemma	campo	
08571898-n	spa:lemma	rastro	
08571898-n	spa:lemma	rastrillo	
08571898-n	spa:lemma	mercadillo	
08578032-n	spa:lemma	epicentro	
08580583-n	spa:lemma	habitación	
08580583-n	spa:lemma	habitat	
08581503-n	spa:lemma	lugar	
08581503-n	spa:lemma	preferido	
08581897-n	spa:lemma	núcleo	
08581897-n	spa:lemma	corazón	
08582837-n	spa:lemma	infierno	
08583095-n	spa:lemma	hemisferio	
08584218-n	spa:lemma	guarida	
08584218-n	spa:lemma	escondrijo	
08584218-n	spa:lemma	escondite	
08585657-n	spa:lemma	horizonte	
08586825-n	spa:lemma	sede	
08588152-n	spa:lemma	interior	
08588294-n	spa:lemma	interior	
08588916-n	spa:lemma	ionosfera	
08591399-n	spa:lemma	madriguera	
08591399-n	spa:lemma	cubil	
08591399-n	spa:lemma	guarida	
08591592-n	spa:lemma	césped	
08591592-n	spa:lemma	grama	
08591592-n	spa:lemma	pasto	
08591592-n	spa:lemma	zacate	
08592656-n	spa:lemma	demarcación	
08592656-n	spa:lemma	frontera	
08593924-n	spa:lemma	línea	
08593924-n	spa:lemma	rasgo	
08593924-n	spa:lemma	trazo	
08595720-n	spa:lemma	latitud	
08596668-n	spa:lemma	longitud	
08597323-n	spa:lemma	Mágreb	
08598696-n	spa:lemma	crisol	
08598823-n	spa:lemma	meridiano	
08600760-n	spa:lemma	nadir	
08600992-n	spa:lemma	parque	
08600992-n	spa:lemma	nacional	
08612049-n	spa:lemma	órbita	
08612786-n	spa:lemma	contorno	
08613000-n	spa:lemma	línea	
08613000-n	spa:lemma	costera	
08613202-n	spa:lemma	perfil	
08613472-n	spa:lemma	exterior	
08614229-n	spa:lemma	arrozal	
08615001-n	spa:lemma	parroquia	
08615374-n	spa:lemma	parque	
08615638-n	spa:lemma	aparcamiento	
08615638-n	spa:lemma	estacionamiento	
08615638-n	spa:lemma	parking	
08615638-n	spa:lemma	parqueadero	
08615638-n	spa:lemma	parqueo	
08616050-n	spa:lemma	pasto	
08616050-n	spa:lemma	pradera	
08616311-n	spa:lemma	ruta	
08617963-n	spa:lemma	cumbre	
08617963-n	spa:lemma	cima	
08617963-n	spa:lemma	parte	
08617963-n	spa:lemma	superior	
08617963-n	spa:lemma	parte	
08617963-n	spa:lemma	de	
08617963-n	spa:lemma	más	
08617963-n	spa:lemma	arriba	
08617963-n	spa:lemma	pico	
08618831-n	spa:lemma	perihelio	
08619524-n	spa:lemma	pradera	
08619795-n	spa:lemma	plaza	
08620881-n	spa:lemma	polo	
08621598-n	spa:lemma	posición	
08621598-n	spa:lemma	lugar	
08621598-n	spa:lemma	sitio	
08622950-n	spa:lemma	solar	
08625462-n	spa:lemma	izquierda	
08626283-n	spa:lemma	municipio	
08627316-n	spa:lemma	protectorado	
08629199-n	spa:lemma	dehesa	
08630039-n	spa:lemma	región	
08633957-n	spa:lemma	puerto	
08639058-n	spa:lemma	puerto	
08641113-n	spa:lemma	vecindad	
08641113-n	spa:lemma	barrio	
08641113-n	spa:lemma	colonia	
08641113-n	spa:lemma	fraccionamiento	
08642145-n	spa:lemma	manzana	
08642145-n	spa:lemma	cuadra	
08643015-n	spa:lemma	retiro	
08643648-n	spa:lemma	rincón	
08644722-n	spa:lemma	campo	
08645033-n	spa:lemma	campo	
08645847-n	spa:lemma	sabana	
08645963-n	spa:lemma	escenario	
08646902-n	spa:lemma	paisaje	
08647616-n	spa:lemma	asiento	
08648153-n	spa:lemma	sección	
08649167-n	spa:lemma	lado	
08649345-n	spa:lemma	bando	
08652717-n	spa:lemma	polo	
08652717-n	spa:lemma	Sur	
08653474-n	spa:lemma	vacío	
08653706-n	spa:lemma	postura	
08653706-n	spa:lemma	posición	
08654360-n	spa:lemma	estado	
08654360-n	spa:lemma	provincia	
08656750-n	spa:lemma	Stonehenge	
08656893-n	spa:lemma	parada	
08656893-n	spa:lemma	paradero	
08660339-n	spa:lemma	superficie	
08661170-n	spa:lemma	paraíso	
08661170-n	spa:lemma	fiscal	
08665281-n	spa:lemma	trópicos	
08665504-n	spa:lemma	ciudad	
08665504-n	spa:lemma	pueblo	
08671509-n	spa:lemma	despoblado	
08671509-n	spa:lemma	pueblo	
08671509-n	spa:lemma	fantasma	
08671509-n	spa:lemma	ciudad	
08671509-n	spa:lemma	fantasma	
08672738-n	spa:lemma	aldehuela	
08672738-n	spa:lemma	caserío	
08672738-n	spa:lemma	aldea	
08673395-n	spa:lemma	extensión	
08674344-n	spa:lemma	subtrópicos	
08675145-n	spa:lemma	trópico	
08677801-n	spa:lemma	ápice	
08677801-n	spa:lemma	cúspide	
08677801-n	spa:lemma	cumbre	
08677801-n	spa:lemma	vértice	
08677801-n	spa:lemma	colmo	
08677801-n	spa:lemma	apogeo	
08679011-n	spa:lemma	línea	
08679011-n	spa:lemma	de	
08679011-n	spa:lemma	flotación	
08679369-n	spa:lemma	línea	
08679369-n	spa:lemma	divisoria	
08679562-n	spa:lemma	divisoria	
08679562-n	spa:lemma	continental	
08680363-n	spa:lemma	ruta	
08680363-n	spa:lemma	de	
08680363-n	spa:lemma	la	
08680363-n	spa:lemma	seda	
08680888-n	spa:lemma	rumbo	
08680888-n	spa:lemma	acimut	
08681222-n	spa:lemma	curso	
08682389-n	spa:lemma	Nuevo	
08682389-n	spa:lemma	Mundo	
08683286-n	spa:lemma	trigal	
08683383-n	spa:lemma	paradero	
08683548-n	spa:lemma	naturaleza	
08683548-n	spa:lemma	tierra	
08683548-n	spa:lemma	salvaje	
08683548-n	spa:lemma	selva	
08683548-n	spa:lemma	jungla	
08683548-n	spa:lemma	páramo	
08683548-n	spa:lemma	descampado	
08684769-n	spa:lemma	cenit	
08685188-n	spa:lemma	zodíaco	
08686129-n	spa:lemma	Aries	
08687709-n	spa:lemma	Capricornio	
08687884-n	spa:lemma	acuario	
08688247-n	spa:lemma	zona	
08689947-n	spa:lemma	zona	
08689947-n	spa:lemma	desmilitarizada	
08691276-n	spa:lemma	zona	
08691276-n	spa:lemma	horaria	
08699654-n	spa:lemma	Namibia	
08701161-n	spa:lemma	Capadocia	
08701410-n	spa:lemma	Frigia	
08701942-n	spa:lemma	Anatolia	
08703454-n	spa:lemma	Afganistán	
08704116-n	spa:lemma	Jalalabad	
08704237-n	spa:lemma	Kabul	
08704822-n	spa:lemma	Albania	
08704822-n	spa:lemma	República	
08704822-n	spa:lemma	de	
08704822-n	spa:lemma	Albania	
08705091-n	spa:lemma	Tirana	
08705397-n	spa:lemma	Argelia	
08706058-n	spa:lemma	Argel	
08707917-n	spa:lemma	Angola	
08708304-n	spa:lemma	Luanda	
08708742-n	spa:lemma	Anguila	
08709038-n	spa:lemma	Caribe	
08709399-n	spa:lemma	Islas	
08709399-n	spa:lemma	Caimán	
08709704-n	spa:lemma	Antigua	
08709704-n	spa:lemma	y	
08709704-n	spa:lemma	Barbuda	
08710678-n	spa:lemma	Bermudas	
08711300-n	spa:lemma	Montserrat	
08711468-n	spa:lemma	Patagonia	
08711974-n	spa:lemma	Argentina	
08712876-n	spa:lemma	Buenos	
08712876-n	spa:lemma	Aires	
08714132-n	spa:lemma	Bulgaria	
08714458-n	spa:lemma	Sofia	
08714458-n	spa:lemma	Sofía	
08715110-n	spa:lemma	Sureste	
08715110-n	spa:lemma	Asiático	
08715390-n	spa:lemma	Myanmar	
08715390-n	spa:lemma	Birmania	
08715777-n	spa:lemma	Rangún	
08716219-n	spa:lemma	Burundi	
08716738-n	spa:lemma	Camboya	
08717059-n	spa:lemma	Phnom	
08717059-n	spa:lemma	Penh	
08717209-n	spa:lemma	Camerún	
08717915-n	spa:lemma	Cabo	
08717915-n	spa:lemma	Verde	
08718577-n	spa:lemma	República	
08718577-n	spa:lemma	Centroafricana	
08718801-n	spa:lemma	Bangui	
08719100-n	spa:lemma	Sri	
08719100-n	spa:lemma	Lanka	
08719465-n	spa:lemma	Colombo	
08720280-n	spa:lemma	Yamena	
08720481-n	spa:lemma	Chile	
08721559-n	spa:lemma	Santiago	
08721559-n	spa:lemma	Santiago	
08721559-n	spa:lemma	de	
08721559-n	spa:lemma	Chile	
08722084-n	spa:lemma	Valparaíso	
08722844-n	spa:lemma	Manchuria	
08723006-n	spa:lemma	China	
08724726-n	spa:lemma	Pekín	
08725454-n	spa:lemma	Cantón	
08726305-n	spa:lemma	Sichuan	
08728268-n	spa:lemma	Shangai	
08728595-n	spa:lemma	Taiyuan	
08728882-n	spa:lemma	Tianjin	
08729283-n	spa:lemma	Wuhan	
08729626-n	spa:lemma	Xinjiang	
08730550-n	spa:lemma	Taiwán	
08730550-n	spa:lemma	República	
08730550-n	spa:lemma	de	
08730550-n	spa:lemma	China	
08730895-n	spa:lemma	Taipéi	
08731148-n	spa:lemma	Hong	
08731148-n	spa:lemma	Kong	
08731423-n	spa:lemma	Macau	
08731606-n	spa:lemma	Indochina	
08732116-n	spa:lemma	Colombia	
08733897-n	spa:lemma	Comores	
08734044-n	spa:lemma	Congo	
08734385-n	spa:lemma	República	
08734385-n	spa:lemma	Democrática	
08734385-n	spa:lemma	del	
08734385-n	spa:lemma	Congo	
08734385-n	spa:lemma	Zaire	
08735705-n	spa:lemma	Centroamérica	
08736107-n	spa:lemma	Costa	
08736107-n	spa:lemma	Rica	
08736779-n	spa:lemma	Abiyán	
08737041-n	spa:lemma	Guatemala	
08737521-n	spa:lemma	Bélice	
08737716-n	spa:lemma	Honduras	
08738272-n	spa:lemma	El	
08738272-n	spa:lemma	Salvador	
08738820-n	spa:lemma	Nicaragua	
08739047-n	spa:lemma	Managua	
08739206-n	spa:lemma	Panamá	
08740483-n	spa:lemma	Campeche	
08740875-n	spa:lemma	México	
08740875-n	spa:lemma	Méjico	
08740875-n	spa:lemma	Estados	
08740875-n	spa:lemma	Unidos	
08740875-n	spa:lemma	Mexicanos	
08740875-n	spa:lemma	República	
08740875-n	spa:lemma	Mexicana	
08742455-n	spa:lemma	Chihuahua	
08742578-n	spa:lemma	Chihuahua	
08743003-n	spa:lemma	Coahuila	
08743370-n	spa:lemma	Guadalajara	
08744750-n	spa:lemma	Oaxaca	
08744750-n	spa:lemma	de	
08744750-n	spa:lemma	Juárez	
08744750-n	spa:lemma	Oaxaca	
08745011-n	spa:lemma	Puebla	
08745249-n	spa:lemma	Quintana	
08745249-n	spa:lemma	Roo	
08745687-n	spa:lemma	Tabasco	
08746475-n	spa:lemma	Veracruz	
08747737-n	spa:lemma	Antillas	
08748499-n	spa:lemma	Antillas	
08748499-n	spa:lemma	Neerlandesas	
08748794-n	spa:lemma	Aruba	
08750334-n	spa:lemma	Cuba	
08750612-n	spa:lemma	la	
08750612-n	spa:lemma	Habana	
08751126-n	spa:lemma	Guadalupe	
08751494-n	spa:lemma	Haití	
08751885-n	spa:lemma	Puerto	
08751885-n	spa:lemma	Príncipe	
08752021-n	spa:lemma	República	
08752021-n	spa:lemma	Dominicana	
08752293-n	spa:lemma	Santo	
08752293-n	spa:lemma	Domingo	
08752293-n	spa:lemma	Santo	
08752293-n	spa:lemma	Domingo	
08752293-n	spa:lemma	de	
08752293-n	spa:lemma	Guzmán	
08752974-n	spa:lemma	Puerto	
08752974-n	spa:lemma	Rico	
08753933-n	spa:lemma	Jamaica	
08754529-n	spa:lemma	Islas	
08754529-n	spa:lemma	Vírgenes	
08754814-n	spa:lemma	Islas	
08754814-n	spa:lemma	Vírgenes	
08754814-n	spa:lemma	Británicas	
08755214-n	spa:lemma	Barbados	
08755852-n	spa:lemma	Trinidad	
08756202-n	spa:lemma	Trinidad	
08756202-n	spa:lemma	y	
08756202-n	spa:lemma	Tobago	
08756202-n	spa:lemma	Trinidad	
08756202-n	spa:lemma	y	
08756202-n	spa:lemma	Tabago	
08756511-n	spa:lemma	Puerto	
08756511-n	spa:lemma	España	
08756884-n	spa:lemma	Chipre	
08757264-n	spa:lemma	República	
08757264-n	spa:lemma	Checa	
08757569-n	spa:lemma	Checoslovaquia	
08757926-n	spa:lemma	Praga	
08758882-n	spa:lemma	Bohemia	
08759013-n	spa:lemma	Eslovaquia	
08759263-n	spa:lemma	Bratislava	
08759420-n	spa:lemma	Benín	
08759986-n	spa:lemma	Togo	
08760510-n	spa:lemma	Escandinavia	
08761244-n	spa:lemma	Dinamarca	
08761697-n	spa:lemma	Selandia	
08762495-n	spa:lemma	Yibuti	
08763193-n	spa:lemma	Dominica	
08763500-n	spa:lemma	Guinea	
08763500-n	spa:lemma	Ecuatorial	
08764107-n	spa:lemma	Noruega	
08765890-n	spa:lemma	Suecia	
08766236-n	spa:lemma	Estocolmo	
08766667-n	spa:lemma	Gotemburgo	
08766988-n	spa:lemma	Alemania	
08768647-n	spa:lemma	República	
08768647-n	spa:lemma	Democrática	
08768647-n	spa:lemma	Alemana	
08768881-n	spa:lemma	República	
08768881-n	spa:lemma	Federal	
08768881-n	spa:lemma	de	
08768881-n	spa:lemma	Alemania	
08769179-n	spa:lemma	Sajonia	
08769439-n	spa:lemma	Aquisgrán	
08769645-n	spa:lemma	Berlín	
08771596-n	spa:lemma	Baviera	
08772307-n	spa:lemma	Colonia	
08772922-n	spa:lemma	Francfort	
08773336-n	spa:lemma	Hamburgo	
08773679-n	spa:lemma	Hanóver	
08774227-n	spa:lemma	Múnich	
08774374-n	spa:lemma	Núremberg	
08775784-n	spa:lemma	Prusia	
08776435-n	spa:lemma	Timor	
08776435-n	spa:lemma	Oriental	
08776687-n	spa:lemma	Ecuador	
08777233-n	spa:lemma	Quito	
08777544-n	spa:lemma	Eritrea	
08777815-n	spa:lemma	Asmara	
08778061-n	spa:lemma	Etiopía	
08778061-n	spa:lemma	Abisinia	
08778401-n	spa:lemma	Addis	
08778401-n	spa:lemma	Abeba	
08779149-n	spa:lemma	Fiyi	
08779504-n	spa:lemma	Finlandia	
08779504-n	spa:lemma	República	
08779504-n	spa:lemma	de	
08779504-n	spa:lemma	Finlandia	
08779830-n	spa:lemma	Karelia	
08779830-n	spa:lemma	Carelia	
08780881-n	spa:lemma	Grecia	
08783583-n	spa:lemma	Lesbos	
08783583-n	spa:lemma	Mitilene	
08783583-n	spa:lemma	Mitilini	
08783812-n	spa:lemma	Rodas	
08784333-n	spa:lemma	Creta	
08785343-n	spa:lemma	Atenas	
08786283-n	spa:lemma	Ática	
08787240-n	spa:lemma	Esparta	
08787878-n	spa:lemma	Licia	
08788326-n	spa:lemma	Éfeso	
08788588-n	spa:lemma	Patras	
08788887-n	spa:lemma	Troya	
08789243-n	spa:lemma	Beocia	
08789605-n	spa:lemma	Salónica	
08790353-n	spa:lemma	Arcadia	
08790495-n	spa:lemma	Peloponeso	
08791167-n	spa:lemma	Oriente	
08791167-n	spa:lemma	Medio	
08791167-n	spa:lemma	Medio	
08791167-n	spa:lemma	Oriente	
08792083-n	spa:lemma	Creciente	
08792083-n	spa:lemma	fértil	
08792548-n	spa:lemma	Israel	
08793914-n	spa:lemma	Galilea	
08794193-n	spa:lemma	Nazaret	
08794366-n	spa:lemma	Gaza	
08794366-n	spa:lemma	franja	
08794366-n	spa:lemma	de	
08794366-n	spa:lemma	Gaza	
08794798-n	spa:lemma	Jerusalén	
08796351-n	spa:lemma	Sion	
08797840-n	spa:lemma	Tel	
08797840-n	spa:lemma	Aviv	
08798382-n	spa:lemma	Tierra	
08798382-n	spa:lemma	Santa	
08800258-n	spa:lemma	Imperio	
08800258-n	spa:lemma	Romano	
08800676-n	spa:lemma	Imperio	
08800676-n	spa:lemma	Bizantino	
08801099-n	spa:lemma	Bizancio	
08801678-n	spa:lemma	Italia	
08804845-n	spa:lemma	Brescia	
08805565-n	spa:lemma	Nápoles	
08806311-n	spa:lemma	Emilia-Romaña	
08806458-n	spa:lemma	Bolonia	
08806617-n	spa:lemma	Friuli-Venecia	
08806617-n	spa:lemma	Julia	
08806735-n	spa:lemma	Lacio	
08806897-n	spa:lemma	Roma	
08807894-n	spa:lemma	Brindisi	
08808292-n	spa:lemma	Liguria	
08808452-n	spa:lemma	Génova	
08809165-n	spa:lemma	Milán	
08809749-n	spa:lemma	Piamonte	
08809910-n	spa:lemma	Pisa	
08810220-n	spa:lemma	Turín	
08810358-n	spa:lemma	Apulia	
08810358-n	spa:lemma	Pulla	
08810505-n	spa:lemma	Bari	
08810631-n	spa:lemma	Cerdeña	
08811215-n	spa:lemma	Sicilia	
08812166-n	spa:lemma	Florencia	
08812552-n	spa:lemma	Trento	
08812732-n	spa:lemma	Umbría	
08812952-n	spa:lemma	Véneto	
08813156-n	spa:lemma	Padua	
08813978-n	spa:lemma	Rumania	
08813978-n	spa:lemma	Rumanía	
08814474-n	spa:lemma	Bucarest	
08814781-n	spa:lemma	Transilvania	
08815046-n	spa:lemma	Ruanda	
08815858-n	spa:lemma	Croacia	
08816236-n	spa:lemma	Serbia	
08816236-n	spa:lemma	y	
08816236-n	spa:lemma	Montenegro	
08816236-n	spa:lemma	Yugoslavia	
08816236-n	spa:lemma	Yugoeslavia	
08816807-n	spa:lemma	Kosovo	
08816969-n	spa:lemma	Serbia	
08817235-n	spa:lemma	Montenegro	
08817418-n	spa:lemma	Belgrado	
08817630-n	spa:lemma	Bosnia	
08817630-n	spa:lemma	y	
08817630-n	spa:lemma	Hercegovina	
08818135-n	spa:lemma	Bosnia	
08818444-n	spa:lemma	Eslovenia	
08818736-n	spa:lemma	Liubliana	
08818835-n	spa:lemma	Dubrovnik	
08819128-n	spa:lemma	Zagreb	
08819397-n	spa:lemma	Groenlandia	
08819883-n	spa:lemma	Labrador	
08820121-n	spa:lemma	Canadá	
08822202-n	spa:lemma	Alberta	
08822742-n	spa:lemma	Edmonton	
08822855-n	spa:lemma	Columbia	
08822855-n	spa:lemma	Británica	
08823480-n	spa:lemma	Vancouver	
08823968-n	spa:lemma	Manitoba	
08824484-n	spa:lemma	Nuevo	
08824484-n	spa:lemma	Brunswick	
08825211-n	spa:lemma	Terranova	
08826841-n	spa:lemma	Nueva	
08826841-n	spa:lemma	Escocia	
08827002-n	spa:lemma	Halifax	
08827126-n	spa:lemma	Ontario	
08828432-n	spa:lemma	Toronto	
